"Survey Date","Hospital Region","Hospital Region Code","Facility Type","Facility Filter","All Beds","Inpatient Beds","Inpatient Beds Used","Inpatient Beds Available","ICU Beds","ICU Beds Used","ICU Beds Available","Vents","Vents Used","Vents Available","Pos COVID","PUI Pending","Pos COVID PUI Pending","All Beds (Imputed)","Inpatient Beds (Imputed)","Inpatient Beds Used (Imputed)","Inpatient Beds Available (Imputed)","ICU Beds (Imputed)","ICU Beds Used (Imputed)","ICU Beds Available (Imputed)","Vents (Imputed)","Vents Used (Imputed)","Vents Available (Imputed)","Pos COVID (Imputed)","PUI Pending (Imputed)","Pos COVID PUI Pending (Imputed)"
10/05/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,1,0,1,22,12,3,9,0,0,0,4,0,4,1,0,1
10/05/2021,Southwest,1,GACH,1,44,35,19,16,0,0,0,8,4,4,7,0,7,44,35,19,16,0,0,0,8,4,4,7,0,7
10/06/2021,Anchorage,7,GACH,1,732,703,619,84,123,108,15,221,45,176,88,0,88,732,703,619,84,123,108,15,221,45,176,88,0,88
10/06/2021,Anchorage,7,LTACH,0,44,44,41,3,6,6,0,23,3,20,0,0,0,44,44,41,3,6,6,0,23,3,20,0,0,0
10/06/2021,Anchorage,7,Psych,0,220,197,129,68,0,0,0,0,0,0,0,2,2,220,197,129,68,0,0,0,0,0,0,0,2,2
10/06/2021,Gulf Coast,4,CAH,1,82,70,29,41,4,0,4,24,0,24,5,0,5,82,70,29,41,4,0,4,24,0,24,5,0,5
10/06/2021,Gulf Coast,4,GACH,1,93,49,48,1,9,8,1,14,7,7,17,0,17,93,49,48,1,9,8,1,14,7,7,17,0,17
10/06/2021,Interior,6,GACH,1,101,81,76,5,25,7,18,16,1,15,26,0,26,101,81,76,5,25,7,18,16,1,15,26,0,26
10/06/2021,Matanuska-Susitna,3,GACH,1,184,160,97,63,14,14,0,33,13,20,34,0,34,184,160,97,63,14,14,0,33,13,20,34,0,34
10/06/2021,Northern,2,CAH,1,81,43,25,18,0,0,0,36,0,36,4,0,4,81,43,25,18,0,0,0,36,0,36,4,0,4
10/06/2021,Southeast,5,CAH,1,70,70,35,35,4,2,2,33,0,33,2,0,2,70,70,35,35,4,2,2,33,0,33,2,0,2
10/06/2021,Southeast,5,GACH,1,161,133,39,94,9,4,5,20,1,19,2,0,2,161,133,39,94,9,4,5,20,1,19,2,0,2
10/06/2021,Southwest,1,CAH,1,22,12,4,8,0,0,0,4,0,4,1,0,1,22,12,4,8,0,0,0,4,0,4,1,0,1
10/06/2021,Southwest,1,GACH,1,44,35,19,16,0,0,0,8,4,4,7,0,7,44,35,19,16,0,0,0,8,4,4,7,0,7
10/07/2021,Anchorage,7,GACH,1,734,706,634,72,129,116,13,221,50,171,86,0,86,734,706,634,72,129,116,13,221,50,171,86,0,86
10/07/2021,Anchorage,7,LTACH,0,44,44,43,1,6,6,0,23,4,19,0,0,0,44,44,43,1,6,6,0,23,4,19,0,0,0
10/07/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,197,129,68,0,0,0,0,0,0,0,2,2
10/07/2021,Gulf Coast,4,CAH,1,82,70,30,40,4,1,3,24,0,24,6,0,6,82,70,30,40,4,1,3,24,0,24,6,0,6
10/07/2021,Gulf Coast,4,GACH,1,93,49,48,1,9,8,1,14,7,7,16,0,16,93,49,48,1,9,8,1,14,7,7,16,0,16
10/07/2021,Interior,6,GACH,1,101,81,77,4,25,13,12,16,0,16,25,0,25,101,81,77,4,25,13,12,16,0,16,25,0,25
10/07/2021,Matanuska-Susitna,3,GACH,1,184,160,91,69,14,14,0,33,13,20,38,0,38,184,160,91,69,14,14,0,33,13,20,38,0,38
10/07/2021,Northern,2,CAH,1,81,43,21,22,0,0,0,36,0,36,4,0,4,81,43,21,22,0,0,0,36,0,36,4,0,4
10/07/2021,Southeast,5,CAH,1,70,70,34,36,4,2,2,33,0,33,2,0,2,70,70,34,36,4,2,2,33,0,33,2,0,2
10/07/2021,Southeast,5,GACH,1,161,133,35,98,9,6,3,20,3,17,3,0,3,161,133,35,98,9,6,3,20,3,17,3,0,3
10/07/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,0,0,0,22,12,5,7,0,0,0,4,0,4,0,0,0
10/07/2021,Southwest,1,GACH,1,44,35,14,21,0,0,0,8,3,5,4,0,4,44,35,14,21,0,0,0,8,3,5,4,0,4
10/08/2021,Anchorage,7,GACH,1,720,693,628,65,134,123,11,221,58,163,88,0,88,720,693,628,65,134,123,11,221,58,163,88,0,88
10/08/2021,Anchorage,7,LTACH,0,44,44,42,2,6,6,0,23,5,18,0,0,0,44,44,42,2,6,6,0,23,5,18,0,0,0
10/08/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,197,129,68,0,0,0,0,0,0,0,2,2
10/08/2021,Gulf Coast,4,CAH,1,82,70,33,37,4,1,3,24,0,24,6,0,6,82,70,33,37,4,1,3,24,0,24,6,0,6
10/08/2021,Gulf Coast,4,GACH,1,93,53,53,0,9,9,0,14,5,9,17,0,17,93,53,53,0,9,9,0,14,5,9,17,0,17
10/08/2021,Interior,6,GACH,1,101,81,81,0,25,11,14,16,0,16,25,0,25,101,81,81,0,25,11,14,16,0,16,25,0,25
10/08/2021,Matanuska-Susitna,3,GACH,1,184,160,77,83,14,14,0,33,9,24,38,0,38,184,160,77,83,14,14,0,33,9,24,38,0,38
10/08/2021,Northern,2,CAH,1,81,43,23,20,0,0,0,36,0,36,4,0,4,81,43,23,20,0,0,0,36,0,36,4,0,4
10/08/2021,Southeast,5,CAH,1,70,70,34,36,4,2,2,33,0,33,2,0,2,70,70,34,36,4,2,2,33,0,33,2,0,2
10/08/2021,Southeast,5,GACH,1,161,133,29,104,9,5,4,20,2,18,3,0,3,161,133,29,104,9,5,4,20,2,18,3,0,3
10/08/2021,Southwest,1,CAH,1,22,12,4,8,0,0,0,4,0,4,0,0,0,22,12,4,8,0,0,0,4,0,4,0,0,0
10/08/2021,Southwest,1,GACH,1,44,35,15,20,0,0,0,8,3,5,4,0,4,44,35,15,20,0,0,0,8,3,5,4,0,4
10/09/2021,Anchorage,7,GACH,1,700,673,620,53,131,123,8,221,55,166,85,0,85,700,673,620,53,131,123,8,221,55,166,85,0,85
10/09/2021,Anchorage,7,LTACH,0,44,44,42,2,6,6,0,23,6,17,0,0,0,44,44,42,2,6,6,0,23,6,17,0,0,0
10/09/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,197,129,68,0,0,0,0,0,0,0,2,2
10/09/2021,Gulf Coast,4,CAH,1,82,70,34,36,4,1,3,24,0,24,7,0,7,82,70,34,36,4,1,3,24,0,24,7,0,7
10/09/2021,Gulf Coast,4,GACH,1,93,51,51,0,9,9,0,14,5,9,19,0,19,93,51,51,0,9,9,0,14,5,9,19,0,19
10/09/2021,Interior,6,GACH,1,101,81,79,2,25,11,14,16,0,16,18,0,18,101,81,79,2,25,11,14,16,0,16,18,0,18
10/09/2021,Matanuska-Susitna,3,GACH,1,184,160,81,79,14,14,0,33,10,23,36,0,36,184,160,81,79,14,14,0,33,10,23,36,0,36
10/09/2021,Northern,2,CAH,1,81,43,27,16,0,0,0,36,0,36,2,0,2,81,43,27,16,0,0,0,36,0,36,2,0,2
10/09/2021,Southeast,5,CAH,1,70,70,35,35,4,2,2,33,0,33,2,0,2,70,70,35,35,4,2,2,33,0,33,2,0,2
10/09/2021,Southeast,5,GACH,1,161,133,35,98,9,2,7,20,2,18,3,0,3,161,133,35,98,9,2,7,20,2,18,3,0,3
10/09/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,0,0,0,22,12,5,7,0,0,0,4,0,4,0,0,0
10/09/2021,Southwest,1,GACH,1,44,35,18,17,0,0,0,8,3,5,5,0,5,44,35,18,17,0,0,0,8,3,5,5,0,5
10/10/2021,Anchorage,7,GACH,1,723,691,640,51,119,115,4,221,47,174,90,0,90,723,691,640,51,119,115,4,221,47,174,90,0,90
10/10/2021,Anchorage,7,LTACH,0,44,44,40,4,6,6,0,23,5,18,0,0,0,44,44,40,4,6,6,0,23,5,18,0,0,0
10/10/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,197,129,68,0,0,0,0,0,0,0,2,2
10/10/2021,Gulf Coast,4,CAH,1,82,71,33,38,4,1,3,24,0,24,6,0,6,82,71,33,38,4,1,3,24,0,24,6,0,6
10/10/2021,Gulf Coast,4,GACH,1,93,53,53,0,9,8,1,14,5,9,22,0,22,93,53,53,0,9,8,1,14,5,9,22,0,22
10/10/2021,Interior,6,GACH,1,101,84,84,0,25,13,12,16,0,16,20,0,20,101,84,84,0,25,13,12,16,0,16,20,0,20
10/10/2021,Matanuska-Susitna,3,GACH,1,184,160,95,65,14,14,0,33,9,24,39,0,39,184,160,95,65,14,14,0,33,9,24,39,0,39
10/10/2021,Northern,2,CAH,1,81,43,28,15,0,0,0,36,0,36,2,0,2,81,43,28,15,0,0,0,36,0,36,2,0,2
10/10/2021,Southeast,5,CAH,1,70,70,42,28,4,2,2,33,0,33,2,0,2,70,70,42,28,4,2,2,33,0,33,2,0,2
10/10/2021,Southeast,5,GACH,1,161,133,44,89,9,4,5,20,1,19,3,0,3,161,133,44,89,9,4,5,20,1,19,3,0,3
10/10/2021,Southwest,1,CAH,1,22,12,7,5,0,0,0,4,0,4,0,0,0,22,12,7,5,0,0,0,4,0,4,0,0,0
10/10/2021,Southwest,1,GACH,1,44,35,17,18,0,0,0,8,2,6,4,0,4,44,35,17,18,0,0,0,8,2,6,4,0,4
10/11/2021,Anchorage,7,GACH,1,721,695,618,77,128,113,15,221,45,176,89,0,89,721,695,618,77,128,113,15,221,45,176,89,0,89
10/11/2021,Anchorage,7,LTACH,0,44,44,39,5,6,6,0,23,6,17,0,0,0,44,44,39,5,6,6,0,23,6,17,0,0,0
10/11/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,197,129,68,0,0,0,0,0,0,0,2,2
10/11/2021,Gulf Coast,4,CAH,1,82,70,30,40,4,1,3,24,0,24,5,0,5,82,70,30,40,4,1,3,24,0,24,5,0,5
10/11/2021,Gulf Coast,4,GACH,1,93,55,55,0,9,9,0,14,5,9,25,0,25,93,55,55,0,9,9,0,14,5,9,25,0,25
10/11/2021,Interior,6,GACH,1,101,84,84,0,25,11,14,16,0,16,23,0,23,101,84,84,0,25,11,14,16,0,16,23,0,23
10/11/2021,Matanuska-Susitna,3,GACH,1,184,160,90,70,14,14,0,33,7,26,35,0,35,184,160,90,70,14,14,0,33,7,26,35,0,35
10/11/2021,Northern,2,CAH,1,81,43,16,27,0,0,0,36,0,36,1,0,1,81,43,16,27,0,0,0,36,0,36,1,0,1
10/11/2021,Southeast,5,CAH,1,70,70,34,36,4,2,2,33,0,33,2,0,2,70,70,34,36,4,2,2,33,0,33,2,0,2
10/11/2021,Southeast,5,GACH,1,161,133,44,89,9,5,4,20,0,20,3,0,3,161,133,44,89,9,5,4,20,0,20,3,0,3
10/11/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,0,0,0,22,12,5,7,0,0,0,4,0,4,0,0,0
10/11/2021,Southwest,1,GACH,1,44,35,15,20,0,0,0,8,2,6,5,0,5,44,35,15,20,0,0,0,8,2,6,5,0,5
10/12/2021,Anchorage,7,GACH,1,728,700,649,51,132,120,12,221,52,169,94,1,95,728,700,649,51,132,120,12,221,52,169,94,1,95
10/12/2021,Anchorage,7,LTACH,0,44,44,40,4,6,6,0,23,6,17,0,0,0,44,44,40,4,6,6,0,23,6,17,0,0,0
10/12/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,197,129,68,0,0,0,0,0,0,0,2,2
10/12/2021,Gulf Coast,4,CAH,1,82,70,34,36,4,0,4,24,0,24,4,0,4,82,70,34,36,4,0,4,24,0,24,4,0,4
10/12/2021,Gulf Coast,4,GACH,1,93,57,57,0,9,9,0,14,5,9,22,0,22,93,57,57,0,9,9,0,14,5,9,22,0,22
10/12/2021,Interior,6,GACH,1,101,85,85,0,25,11,14,16,0,16,24,1,25,101,85,85,0,25,11,14,16,0,16,24,1,25
10/12/2021,Matanuska-Susitna,3,GACH,1,184,160,97,63,14,13,1,33,7,26,41,0,41,184,160,97,63,14,13,1,33,7,26,41,0,41
10/12/2021,Northern,2,CAH,1,81,43,23,20,0,0,0,36,0,36,3,0,3,81,43,23,20,0,0,0,36,0,36,3,0,3
10/12/2021,Southeast,5,CAH,1,70,70,35,35,3,3,0,33,0,33,1,0,1,70,70,35,35,3,3,0,33,0,33,1,0,1
10/12/2021,Southeast,5,GACH,1,161,133,42,91,9,5,4,20,0,20,3,0,3,161,133,42,91,9,5,4,20,0,20,3,0,3
10/12/2021,Southwest,1,CAH,1,22,12,6,6,0,0,0,4,0,4,0,0,0,22,12,6,6,0,0,0,4,0,4,0,0,0
10/12/2021,Southwest,1,GACH,1,44,35,17,18,0,0,0,8,2,6,5,0,5,44,35,17,18,0,0,0,8,2,6,5,0,5
10/13/2021,Anchorage,7,GACH,1,739,708,654,54,129,115,14,221,39,182,93,2,95,739,708,654,54,129,115,14,221,39,182,93,2,95
10/13/2021,Anchorage,7,LTACH,0,44,44,40,4,6,6,0,23,6,17,0,0,0,44,44,40,4,6,6,0,23,6,17,0,0,0
10/13/2021,Anchorage,7,Psych,0,220,191,131,60,0,0,0,0,0,0,1,0,1,220,191,131,60,0,0,0,0,0,0,1,0,1
10/13/2021,Gulf Coast,4,CAH,1,83,71,30,41,4,0,4,24,0,24,4,0,4,83,71,30,41,4,0,4,24,0,24,4,0,4
10/13/2021,Gulf Coast,4,GACH,1,93,58,58,0,9,9,0,14,5,9,22,0,22,93,58,58,0,9,9,0,14,5,9,22,0,22
10/13/2021,Interior,6,GACH,1,101,94,94,0,25,13,12,16,0,16,30,0,30,101,94,94,0,25,13,12,16,0,16,30,0,30
10/13/2021,Matanuska-Susitna,3,GACH,1,184,160,102,58,14,13,1,33,9,24,46,0,46,184,160,102,58,14,13,1,33,9,24,46,0,46
10/13/2021,Northern,2,CAH,1,81,43,25,18,0,0,0,36,0,36,4,0,4,81,43,25,18,0,0,0,36,0,36,4,0,4
10/13/2021,Southeast,5,CAH,1,70,70,35,35,3,2,1,33,0,33,2,0,2,70,70,35,35,3,2,1,33,0,33,2,0,2
10/13/2021,Southeast,5,GACH,1,161,133,39,94,9,6,3,20,0,20,1,0,1,161,133,39,94,9,6,3,20,0,20,1,0,1
10/13/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,1,0,1,22,12,5,7,0,0,0,4,0,4,1,0,1
10/13/2021,Southwest,1,GACH,1,44,35,16,19,0,0,0,8,0,8,6,0,6,44,35,16,19,0,0,0,8,0,8,6,0,6
10/14/2021,Anchorage,7,GACH,1,737,706,640,66,124,110,14,219,48,171,98,1,99,737,706,640,66,124,110,14,219,48,171,98,1,99
10/14/2021,Anchorage,7,LTACH,0,44,44,40,4,6,6,0,23,6,17,0,0,0,44,44,40,4,6,6,0,23,6,17,0,0,0
10/14/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,191,131,60,0,0,0,0,0,0,1,0,1
10/14/2021,Gulf Coast,4,CAH,1,82,70,27,43,4,0,4,24,0,24,3,0,3,82,70,27,43,4,0,4,24,0,24,3,0,3
10/14/2021,Gulf Coast,4,GACH,1,93,54,53,1,9,6,3,14,5,9,20,0,20,93,54,53,1,9,6,3,14,5,9,20,0,20
10/14/2021,Interior,6,GACH,1,101,84,84,0,25,16,9,16,0,16,27,0,27,101,84,84,0,25,16,9,16,0,16,27,0,27
10/14/2021,Matanuska-Susitna,3,GACH,1,184,160,106,54,14,14,0,33,9,24,44,0,44,184,160,106,54,14,14,0,33,9,24,44,0,44
10/14/2021,Northern,2,CAH,1,81,43,20,23,0,0,0,36,0,36,2,0,2,81,43,20,23,0,0,0,36,0,36,2,0,2
10/14/2021,Southeast,5,CAH,1,70,70,37,33,6,5,1,33,0,33,2,0,2,70,70,37,33,6,5,1,33,0,33,2,0,2
10/14/2021,Southeast,5,GACH,1,161,133,38,95,9,5,4,20,0,20,0,0,0,161,133,38,95,9,5,4,20,0,20,0,0,0
10/14/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,1,0,1,22,12,5,7,0,0,0,4,0,4,1,0,1
10/14/2021,Southwest,1,GACH,1,44,35,17,18,0,0,0,8,0,8,6,0,6,44,35,17,18,0,0,0,8,0,8,6,0,6
10/15/2021,Anchorage,7,GACH,1,735,705,633,72,127,114,13,219,51,168,101,1,102,735,705,633,72,127,114,13,219,51,168,101,1,102
10/15/2021,Anchorage,7,LTACH,0,44,44,40,4,6,6,0,23,6,17,0,0,0,44,44,40,4,6,6,0,23,6,17,0,0,0
10/15/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,191,131,60,0,0,0,0,0,0,1,0,1
10/15/2021,Gulf Coast,4,CAH,1,83,73,23,50,4,0,4,24,0,24,5,0,5,83,73,23,50,4,0,4,24,0,24,5,0,5
10/15/2021,Gulf Coast,4,GACH,1,93,50,50,0,9,8,1,14,6,8,21,0,21,93,50,50,0,9,8,1,14,6,8,21,0,21
10/15/2021,Interior,6,GACH,1,101,81,75,6,25,11,14,16,1,15,25,0,25,101,81,75,6,25,11,14,16,1,15,25,0,25
10/15/2021,Matanuska-Susitna,3,GACH,1,184,160,106,54,14,14,0,33,13,20,45,0,45,184,160,106,54,14,14,0,33,13,20,45,0,45
10/15/2021,Northern,2,CAH,1,81,43,21,22,0,0,0,36,0,36,2,0,2,81,43,21,22,0,0,0,36,0,36,2,0,2
10/15/2021,Southeast,5,CAH,1,70,70,32,38,5,3,2,33,0,33,2,0,2,70,70,32,38,5,3,2,33,0,33,2,0,2
10/15/2021,Southeast,5,GACH,1,161,133,40,93,9,3,6,20,1,19,1,0,1,161,133,40,93,9,3,6,20,1,19,1,0,1
10/15/2021,Southwest,1,CAH,1,22,12,4,8,0,0,0,4,0,4,0,0,0,22,12,4,8,0,0,0,4,0,4,0,0,0
10/15/2021,Southwest,1,GACH,1,44,35,18,17,0,0,0,8,0,8,7,0,7,44,35,18,17,0,0,0,8,0,8,7,0,7
10/16/2021,Anchorage,7,GACH,1,728,697,618,79,127,116,11,219,50,169,107,1,108,728,697,618,79,127,116,11,219,50,169,107,1,108
10/16/2021,Anchorage,7,LTACH,0,44,44,39,5,6,6,0,23,6,17,0,0,0,44,44,39,5,6,6,0,23,6,17,0,0,0
10/16/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,191,131,60,0,0,0,0,0,0,1,0,1
10/16/2021,Gulf Coast,4,CAH,1,81,71,23,48,4,0,4,24,0,24,5,0,5,81,71,23,48,4,0,4,24,0,24,5,0,5
10/16/2021,Gulf Coast,4,GACH,1,93,49,43,6,9,8,1,14,6,8,18,0,18,93,49,43,6,9,8,1,14,6,8,18,0,18
10/16/2021,Interior,6,GACH,1,101,82,82,0,25,15,10,16,1,15,25,0,25,101,82,82,0,25,15,10,16,1,15,25,0,25
10/16/2021,Matanuska-Susitna,3,GACH,1,184,160,100,60,14,14,0,33,13,20,42,0,42,184,160,100,60,14,14,0,33,13,20,42,0,42
10/16/2021,Northern,2,CAH,1,81,43,17,26,0,0,0,36,0,36,2,0,2,81,43,17,26,0,0,0,36,0,36,2,0,2
10/16/2021,Southeast,5,CAH,1,70,70,39,31,5,3,2,33,0,33,1,0,1,70,70,39,31,5,3,2,33,0,33,1,0,1
10/16/2021,Southeast,5,GACH,1,161,133,35,98,9,5,4,20,1,19,2,0,2,161,133,35,98,9,5,4,20,1,19,2,0,2
10/16/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,1,0,1,22,12,5,7,0,0,0,4,0,4,1,0,1
10/16/2021,Southwest,1,GACH,1,44,35,20,15,0,0,0,8,0,8,6,0,6,44,35,20,15,0,0,0,8,0,8,6,0,6
10/17/2021,Anchorage,7,GACH,1,750,709,635,74,129,117,12,219,53,166,101,1,102,750,709,635,74,129,117,12,219,53,166,101,1,102
10/17/2021,Anchorage,7,LTACH,0,44,44,39,5,6,6,0,23,5,18,0,0,0,44,44,39,5,6,6,0,23,5,18,0,0,0
10/17/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,191,131,60,0,0,0,0,0,0,1,0,1
10/17/2021,Gulf Coast,4,CAH,1,81,71,24,47,4,1,3,24,0,24,6,0,6,81,71,24,47,4,1,3,24,0,24,6,0,6
10/17/2021,Gulf Coast,4,GACH,1,93,49,48,1,9,9,0,14,6,8,21,0,21,93,49,48,1,9,9,0,14,6,8,21,0,21
10/17/2021,Interior,6,GACH,1,101,81,81,0,25,14,11,16,2,14,28,0,28,101,81,81,0,25,14,11,16,2,14,28,0,28
10/17/2021,Matanuska-Susitna,3,GACH,1,184,160,95,65,14,14,0,33,10,23,43,0,43,184,160,95,65,14,14,0,33,10,23,43,0,43
10/17/2021,Northern,2,CAH,1,81,43,17,26,0,0,0,36,0,36,2,0,2,81,43,17,26,0,0,0,36,0,36,2,0,2
10/17/2021,Southeast,5,CAH,1,70,70,40,30,5,3,2,33,0,33,1,0,1,70,70,40,30,5,3,2,33,0,33,1,0,1
10/17/2021,Southeast,5,GACH,1,161,133,32,101,9,7,2,20,0,20,1,0,1,161,133,32,101,9,7,2,20,0,20,1,0,1
10/17/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,0,0,0,22,12,5,7,0,0,0,4,0,4,0,0,0
10/17/2021,Southwest,1,GACH,1,44,35,20,15,0,0,0,8,0,8,7,0,7,44,35,20,15,0,0,0,8,0,8,7,0,7
10/18/2021,Anchorage,7,GACH,1,765,731,656,75,133,121,12,219,51,168,103,2,105,765,731,656,75,133,121,12,219,51,168,103,2,105
10/18/2021,Anchorage,7,LTACH,0,44,44,39,5,6,6,0,23,5,18,0,0,0,44,44,39,5,6,6,0,23,5,18,0,0,0
10/18/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,191,131,60,0,0,0,0,0,0,1,0,1
10/18/2021,Gulf Coast,4,CAH,1,81,71,26,45,4,1,3,24,0,24,5,0,5,81,71,26,45,4,1,3,24,0,24,5,0,5
10/18/2021,Gulf Coast,4,GACH,1,93,49,49,0,9,8,1,14,6,8,18,0,18,93,49,49,0,9,8,1,14,6,8,18,0,18
10/18/2021,Interior,6,GACH,1,101,81,71,10,25,10,15,16,1,15,24,0,24,101,81,71,10,25,10,15,16,1,15,24,0,24
10/18/2021,Matanuska-Susitna,3,GACH,1,184,160,104,56,14,14,0,33,9,24,46,0,46,184,160,104,56,14,14,0,33,9,24,46,0,46
10/18/2021,Northern,2,CAH,1,81,43,21,22,0,0,0,36,0,36,3,0,3,81,43,21,22,0,0,0,36,0,36,3,0,3
10/18/2021,Southeast,5,CAH,1,70,70,39,31,5,3,2,33,0,33,1,0,1,70,70,39,31,5,3,2,33,0,33,1,0,1
10/18/2021,Southeast,5,GACH,1,161,133,35,98,9,8,1,20,0,20,1,0,1,161,133,35,98,9,8,1,20,0,20,1,0,1
10/18/2021,Southwest,1,CAH,1,22,12,4,8,0,0,0,4,0,4,1,0,1,22,12,4,8,0,0,0,4,0,4,1,0,1
10/18/2021,Southwest,1,GACH,1,44,35,26,9,0,0,0,8,0,8,8,0,8,44,35,26,9,0,0,0,8,0,8,8,0,8
10/19/2021,Anchorage,7,GACH,1,772,736,655,81,130,116,14,219,47,172,97,2,99,772,736,655,81,130,116,14,219,47,172,97,2,99
10/19/2021,Anchorage,7,LTACH,0,44,44,38,6,6,6,0,23,3,20,0,0,0,44,44,38,6,6,6,0,23,3,20,0,0,0
10/19/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,191,131,60,0,0,0,0,0,0,1,0,1
10/19/2021,Gulf Coast,4,CAH,1,81,71,33,38,4,0,4,24,0,24,5,0,5,81,71,33,38,4,0,4,24,0,24,5,0,5
10/19/2021,Gulf Coast,4,GACH,1,93,54,49,5,9,9,0,14,6,8,18,0,18,93,54,49,5,9,9,0,14,6,8,18,0,18
10/19/2021,Interior,6,GACH,1,101,81,75,6,25,11,14,16,2,14,23,0,23,101,81,75,6,25,11,14,16,2,14,23,0,23
10/19/2021,Matanuska-Susitna,3,GACH,1,184,160,111,49,14,14,0,33,13,20,45,0,45,184,160,111,49,14,14,0,33,13,20,45,0,45
10/19/2021,Northern,2,CAH,1,81,43,19,24,0,0,0,36,0,36,3,0,3,81,43,19,24,0,0,0,36,0,36,3,0,3
10/19/2021,Southeast,5,CAH,1,70,70,41,29,3,1,2,33,0,33,1,0,1,70,70,41,29,3,1,2,33,0,33,1,0,1
10/19/2021,Southeast,5,GACH,1,161,133,39,94,9,8,1,20,0,20,1,0,1,161,133,39,94,9,8,1,20,0,20,1,0,1
10/19/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,1,0,1,22,12,3,9,0,0,0,4,0,4,1,0,1
10/19/2021,Southwest,1,GACH,1,44,35,21,14,0,0,0,8,0,8,7,0,7,44,35,21,14,0,0,0,8,0,8,7,0,7
10/20/2021,Anchorage,7,GACH,1,762,732,670,62,127,118,9,219,44,175,109,1,110,762,732,670,62,127,118,9,219,44,175,109,1,110
10/20/2021,Anchorage,7,LTACH,0,44,44,40,4,6,6,0,23,4,19,0,0,0,44,44,40,4,6,6,0,23,4,19,0,0,0
10/20/2021,Anchorage,7,Psych,0,220,190,128,62,0,0,0,0,0,0,7,0,7,220,190,128,62,0,0,0,0,0,0,7,0,7
10/20/2021,Gulf Coast,4,CAH,1,81,71,32,39,4,1,3,24,0,24,4,0,4,81,71,32,39,4,1,3,24,0,24,4,0,4
10/20/2021,Gulf Coast,4,GACH,1,93,58,58,0,9,9,0,14,5,9,21,0,21,93,58,58,0,9,9,0,14,5,9,21,0,21
10/20/2021,Interior,6,GACH,1,101,81,80,1,25,11,14,16,2,14,30,0,30,101,81,80,1,25,11,14,16,2,14,30,0,30
10/20/2021,Matanuska-Susitna,3,GACH,1,184,160,96,64,14,14,0,33,16,17,49,0,49,184,160,96,64,14,14,0,33,16,17,49,0,49
10/20/2021,Northern,2,CAH,1,81,43,20,23,0,0,0,36,0,36,3,0,3,81,43,20,23,0,0,0,36,0,36,3,0,3
10/20/2021,Southeast,5,CAH,1,70,70,44,26,5,3,2,33,0,33,1,0,1,70,70,44,26,5,3,2,33,0,33,1,0,1
10/20/2021,Southeast,5,GACH,1,161,133,50,83,9,7,2,20,1,19,4,0,4,161,133,50,83,9,7,2,20,1,19,4,0,4
10/20/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,2,0,2,22,12,3,9,0,0,0,4,0,4,2,0,2
10/20/2021,Southwest,1,GACH,1,44,35,21,14,0,0,0,8,0,8,7,0,7,44,35,21,14,0,0,0,8,0,8,7,0,7
10/21/2021,Anchorage,7,GACH,1,763,731,672,59,127,117,10,221,44,177,105,0,105,763,731,672,59,127,117,10,221,44,177,105,0,105
10/21/2021,Anchorage,7,LTACH,0,44,44,41,3,6,6,0,23,4,19,0,0,0,44,44,41,3,6,6,0,23,4,19,0,0,0
10/21/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,220,190,128,62,0,0,0,0,0,0,7,0,7
10/21/2021,Gulf Coast,4,CAH,1,82,71,30,41,4,1,3,24,0,24,5,0,5,82,71,30,41,4,1,3,24,0,24,5,0,5
10/21/2021,Gulf Coast,4,GACH,1,93,57,57,0,9,9,0,14,5,9,21,0,21,93,57,57,0,9,9,0,14,5,9,21,0,21
10/21/2021,Interior,6,GACH,1,101,81,65,16,25,12,13,16,2,14,22,0,22,101,81,65,16,25,12,13,16,2,14,22,0,22
10/21/2021,Matanuska-Susitna,3,GACH,1,184,160,103,57,14,14,0,33,16,17,49,0,49,184,160,103,57,14,14,0,33,16,17,49,0,49
